id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
P14600	630	100	407	1	100	100%
P25103	630	100	407	0	94.59%	100%
P30547	630	100	407	0	94.59%	100%
P15735	631	48	406	1	100	100%
P00797	632	8	406	1	100	100%
Q93088	633	2	406	1	100	100%
Q15120	634	4	406	1	100	100%
P9WPN4	635	15	405	1	100	100%
P9WPN5	635	15	405	0	100.00%	100%
P35375	636	28	405	1	100	100%
P34995	636	28	402	0	85.32%	99%
Q15109	637	27	404	1	100	100%
Q63495	637	27	402	0	78.36%	99%
Q9NNX6	638	2	404	1	100	100%
O14965	639	145	403	1	100	100%
P14902	640	27	403	1	100	100%
Q5TKS0	641	6	403	1	100	100%
P05121	642	13	402	1	100	100%
P20961	642	13	402	0	80.85%	100%
Q64077	643	57	402	1	100	100%
P21452	643	57	398	0	86.43%	99%
P16610	643	57	390	0	85.64%	97%
P79218	643	57	384	0	85.94%	95%
P51144,A0A1U7QMT5	643	57	384	0	85.94%	95%
P04278	644	91	402	1	100	100%
P03118	645	3	401	1	100	100%
P36507	646	114	400	1	100	100%
Q02750	646	114	393	0	81.17%	98%
P49137	647	6	400	1	100	100%
P35372	648	76	400	1	100	100%
P33535	648	76	398	0	94.47%	99%
P97266	648	76	98	0	97.96%	24%
P35462	649	1	400	1	100	100%
P97696	650	2	400	1	100	100%
Q99418	650	2	400	0	79.25%	100%
P45985	651	37	399	1	100	100%
P9WIQ1	652	9	399	1	100	100%
P47824	653	2	399	1	100	100%
Q8WU08	654	13	396	1	100	100%
P9WPP7	655	20	396	1	100	100%
Q99986	656	1	396	1	100	100%
Q63707	657	1	395	1	100	100%
Q9Y5Y4	658	5	395	1	100	100%
Q9Y259	659	1	395	1	100	100%
Q9Y4P1	660	2	393	1	100	100%
Q9NQR1	661	2	393	1	100	100%
P04637	662	25	393	1	100	100%
P68400	663	109	391	1	100	100%
P19784	663	109	350	0	82.57%	89%
P30411	664	128	391	1	100	100%
O70526	664	128	372	0	79.84%	95%
Q28642	664	128	367	0	81.74%	93%
Q91ZY2	665	5	391	1	100	100%
Q91ZY1	665	5	391	0	85.17%	100%
P28646	666	119	391	1	100	100%
P30872	666	119	391	0	97.44%	100%
P28222	667	8	390	1	100	100%
P28564	667	8	386	0	93.78%	98%
Q9H3N8	668	11	390	1	100	100%
Q14654	669	2	390	1	100	100%
P0A031	670	3	390	1	100	100%
P14598	671	9	390	1	100	100%
Q9HC52	672	8	389	1	100	100%
Q9UKP6	673	6	389	1	100	100%
Q86YV6	674	35	388	1	100	100%
P70536	675	4	388	1	100	100%
Q13639	676	3	388	1	100	100%
O70528	676	3	388	0	95.36%	100%
P51577	677	1	388	1	100	100%
P31391	678	5	388	1	100	100%
Q16816	679	58	387	1	100	100%
O75936	680	6	387	1	100	100%
O43603	681	1	387	1	100	100%
Q86V24	682	1	386	1	100	100%
Q8IU85	683	46	385	1	100	100%
Q96RI0	684	2	385	1	100	100%
Q48481	685	17	384	1	100	100%
P25929	686	17	384	1	100	100%
Q9NYA1	687	1	384	1	100	100%
P80370	688	3	383	1	100	100%
P0A9A6	689	3	383	1	100	100%
P0A6F1	690	1	382	1	100	100%
P17865	691	1	382	1	100	100%
P21453	692	1	382	1	100	100%
P10644	693	1	381	1	100	100%
P05364	694	2	381	1	100	100%
P49146	695	3	381	1	100	100%
Q63844	696	185	380	1	100	100%
P27361	696	185	379	0	96.83%	99%
P28482	696	185	360	0	86.94%	94%
P63085	696	185	358	0	85.20%	94%
P41145	697	42	380	1	100	100%
P41144	697	42	380	0	91.32%	100%
P34975	697	42	380	0	94.21%	100%
P9WN95	698	1	379	1	100	100%
P49354	699	1	379	1	100	100%
Q86WV6	700	2	379	1	100	100%
Q3TBT3	701	3	378	1	100	100%
Q9BY41	702	27	377	1	100	100%
P28221	703	7	377	1	100	100%
P79400	703	7	291	0	94.85%	77%
Q8NG68	704	18	377	1	100	100%
P41231	705	4	377	1	100	100%
Q96LA8	706	3	375	1	100	100%
Q96A54	707	1	375	1	100	100%
P00327	708	17	375	1	100	100%
P07327	708	17	375	0	87.47%	100%
P00328	708	17	374	0	97.59%	99%
P41597	709	17	374	1	100	100%
P47900	710	6	373	1	100	100%
P41143	711	49	372	1	100	100%
P33533	711	49	372	0	93.55%	100%
P32300	711	49	372	0	93.55%	100%
P50750	712	29	372	1	100	100%
O94768	713	69	372	1	100	100%
P9WPL4	714	12	372	1	100	100%
P09651	715	1	372	1	100	100%
Q14012	716	42	370	1	100	100%
Q9UIK4	717	39	370	1	100	100%
Q08752	718	17	370	1	100	100%
Q70I53	719	22	369	1	100	100%
P30680	720	114	369	1	100	100%
P30874	720	114	369	0	92.95%	100%
P49682	721	3	368	1	100	100%
P53778	722	38	367	1	100	100%
Q9BXA7	723	22	367	1	100	100%
O66809	724	8	367	1	100	100%
Q13304	725	1	367	1	100	100%
P04015	726	1	367	1	100	100%
Q92847	727	18	366	1	100	100%
P0A988	728	4	366	1	100	100%
P03120	729	27	365	1	100	100%
O15264	730	9	365	1	100	100%
Q8NHU3	731	4	365	1	100	100%
P04439	732	6	365	1	100	100%
Q15759	733	39	364	1	100	100%
Q92633	734	11	364	1	100	100%
P35346	735	5	364	1	100	100%
O34453	736	24	363	1	100	100%
P35351	737	1	363	1	100	100%
P55263	738	3	362	1	100	100%
P49286	739	1	362	1	100	100%
P41052	740	4	361	1	100	100%
Q16539	741	210	360	1	100	100%
P47811	741	210	360	0	99.44%	100%
P34972	742	1	360	1	100	100%
P51679	743	11	360	1	100	100%
P25025	744	1	360	1	100	100%
P34976	745	123	359	1	100	100%
P25095	745	123	359	0	95.26%	100%
Q9WV26	745	123	359	0	96.10%	100%
P47747	746	123	359	1	100	100%
P25021	746	123	359	0	86.07%	100%
P25102	746	123	358	0	84.64%	99%
Q13258	747	1	359	1	100	100%
P0C264	748	16	359	1	100	100%
P51817	749	14	358	1	100	100%
P43116	750	4	358	1	100	100%
O00182	751	91	355	1	100	100%
P51677	752	2	355	1	100	100%
P51675	753	2	355	1	100	100%
P32246	753	2	355	0	80.00%	100%
Q8N6T7	754	4	355	1	100	100%
O43570	755	449	354	1	100	100%
P51682	756	18	354	1	100	100%
P51681	756	18	352	0	82.39%	99%
P16442	757	3	354	1	100	100%
P46663	758	2	353	1	100	100%
P05132	759	64	351	1	100	100%
P17612	759	64	351	0	98.01%	100%
P22694	759	64	351	0	92.02%	100%
Q2G2U1	760	1	351	1	100	100%
Q07820	761	58	350	1	100	100%
P97287	761	58	331	0	80.36%	94%
P21462	762	12	350	1	100	100%
P48039	763	24	350	1	100	100%
O74036	764	8	349	1	100	100%
P47211	765	1	349	1	100	100%
Q9NWT6	766	1	349	1	100	100%
P14920	767	50	347	1	100	100%
P00371	767	50	347	0	84.73%	100%
P46734	768	56	347	1	100	100%
P52564	768	56	334	0	80.24%	96%
Q1CTD3	769	1	347	1	100	100%
P50613	770	68	346	1	100	100%
Q96GD4	771	233	344	1	100	100%
Q9UQB9	771	233	309	0	75.40%	89%
P9WQA3	772	1	344	1	100	100%
P21731	773	244	343	1	100	100%
P34978	773	244	341	0	75.66%	99%
P30987	773	244	341	0	75.95%	99%
Q9H244	774	1	342	1	100	100%
Q2NNR5	775	45	340	1	100	100%
Q9Y271	775	45	337	0	87.54%	99%
Q06609	776	8	339	1	100	100%
Q9HCN6	777	3	339	1	100	100%
Q15391	778	6	338	1	100	100%
P09467	779	1	338	1	100	100%
Q8N752	780	37	337	1	100	100%
P48729	780	37	337	0	90.50%	100%
Q9ULX7	781	202	337	1	100	100%
P04406	782	2	335	1	100	100%
P61964	783	44	334	1	100	100%
P00338	784	108	332	1	100	100%
P04642	784	108	332	0	94.28%	100%
P29276	785	24	332	1	100	100%
P29275	785	24	332	0	86.14%	100%
Q60614	785	24	332	0	95.78%	100%
P56450	786	1	332	1	100	100%
P25774	787	47	331	1	100	100%
P54619	788	1	331	1	100	100%
P77173	789	2	328	1	100	100%
P31550	790	3	327	1	100	100%
P30969	791	3	327	1	100	100%
Q86V86	792	38	326	1	100	100%
P30542	793	98	326	1	100	100%
P25099	793	98	326	0	94.79%	100%
P28190	793	98	326	0	94.48%	100%
Q15717	794	13	326	1	100	100%
P56470	795	23	323	1	100	100%
P33033	796	4	323	1	100	100%
P05089	797	7	322	1	100	100%
Q9NRR2	798	3	321	1	100	100%
P06709	799	1	321	1	100	100%
Q9Y2T6	800	3	319	1	100	100%
P0DMS8	801	10	318	1	100	100%
P27695	802	4	318	1	100	100%
O00214	803	46	317	1	100	100%
Q9Y2D0	804	255	317	1	100	100%
O14788	805	1	317	1	100	100%
P15121	806	7	316	1	100	100%
P00469	807	1	316	1	100	100%
P45040	808	14	316	1	100	100%
Q9FBI2	809	1	315	1	100	100%
Q8N474	810	2	314	1	100	100%
Q9HC98	811	35	313	1	100	100%
Q8TDX7	811	35	302	0	78.48%	96%
P11309	812	43	313	1	100	100%
P04818	813	5	313	1	100	100%
P22748	814	245	312	1	100	100%
Q9P1W9	815	28	311	1	100	100%
Q16831	816	27	310	1	100	100%
P9WIL5	817	16	309	1	100	100%
Q9HC97	818	4	309	1	100	100%
P23280	819	286	308	1	100	100%
P61431	820	2	307	1	100	100%
Q00526	821	221	305	1	100	100%
P24941	821	221	298	0	76.17%	97%
O75716	822	47	305	1	100	100%
P35218	823	169	305	1	100	100%
Q99685	824	1	303	1	100	100%
P47205	825	24	303	1	100	100%
P11802	826	36	303	1	100	100%
P0A9J4	827	8	303	1	100	100%
O14842	828	2	300	1	100	100%
P08191	829	4	300	1	100	100%
P50053	830	6	298	1	100	100%
Q96CA5	831	1	298	1	100	100%
P07992	832	1	297	1	100	100%
Q99836	833	2	296	1	100	100%
P50225	834	4	295	1	100	100%
P45880	835	1	294	1	100	100%
P55212	836	2	293	1	100	100%
Q00535	837	33	292	1	100	100%
P28845	838	1	292	1	100	100%
P07306	839	38	291	1	100	100%
O00625	840	17	290	1	100	100%
Q9NZQ7	841	1	290	1	100	100%
P00491	842	47	289	1	100	100%
P55859	842	47	289	0	86.51%	100%
P61075	843	4	288	1	100	100%
P09038	844	31	288	1	100	100%
Q01782	845	6	288	1	100	100%
Q13126	846	21	283	1	100	100%
P24863	847	2	283	1	100	100%
O67648	848	48	282	1	100	100%
P0AC13	849	12	282	1	100	100%
O60671	850	2	282	1	100	100%
P11086	851	4	282	1	100	100%
Q9H160	852	3	280	1	100	100%
P24593	853	26	272	1	100	100%
P21964	854	4	271	1	100	100%
C7C422	855	11	270	1	100	100%
Q9Y478	856	24	270	1	100	100%
P9WGR1	857	14	269	1	100	100%
Q99895	858	6	268	1	100	100%
P9WP01	859	8	268	1	100	100%
P08246	860	9	267	1	100	100%
P0DMS9	861	2	266	1	100	100%
P43166	862	522	264	1	100	100%
P40261	863	6	264	1	100	100%
P16110	864	272	264	1	100	100%
P17931	864	272	250	0	85.20%	94%
Q99619	865	1	263	1	100	100%
Q8N1Q1	866	525	262	1	100	100%
Q9Y657	867	19	262	1	100	100%
Q9BPZ2	867	19	258	0	78.29%	98%
Q5JUX0	867	19	258	0	84.50%	98%
P00915	868	508	261	1	100	100%
P00916	868	508	261	0	95.02%	100%
P00917	868	508	260	0	81.54%	99%
Q99714	869	8	261	1	100	100%
P00918	870	807	260	1	100	100%
P00921	870	807	260	0	80.38%	100%
P07451	871	148	260	1	100	100%
Q96GG9	872	10	259	1	100	100%
P15328	873	10	257	1	100	100%
P56068	874	3	255	1	100	100%
P9WIK2	875	10	254	1	100	100%
P01213	876	1	254	1	100	100%
P04925	877	8	254	1	100	100%
P04273	877	8	254	0	94.09%	100%
P00746	878	22	253	1	100	100%
Q9HXQ1	879	1	252	1	100	100%
O95931	880	15	251	1	100	100%
Q56A73	881	1	249	1	100	100%
P07477	882	12	247	1	100	100%
Q29463	882	12	247	0	77.73%	100%
P23946	883	1	247	1	100	100%
P00760	884	5	246	1	100	100%
P51580	885	1	245	1	100	100%
Q2FZ43	886	1	245	1	100	100%
P0A0H2	887	2	243	1	100	100%
Q9H2J4	888	3	239	1	100	100%
P10415	889	26	239	1	100	100%
P02752	890	8	238	1	100	100%
P60033	891	6	236	1	100	100%
Q07817	892	60	233	1	100	100%
P01375	893	26	233	1	100	100%
B5Y1L0	894	16	232	1	100	100%
P0AF12	894	16	232	0	90.52%	100%
P15692	895	23	232	1	100	100%
P16083	896	4	231	1	100	100%
O95372	897	2	231	1	100	100%
P9WFY7	898	1	230	1	100	100%
P58154	899	45	229	1	100	100%
Q5HFG2	900	8	228	1	100	100%
Q99720	901	10	223	1	100	100%
Q9R0C9	901	10	223	0	93.72%	100%
Q60492	901	10	223	0	93.27%	100%
P49763	902	4	221	1	100	100%
P62993	903	48	217	1	100	100%
P06730	904	28	217	1	100	100%
P63073	904	28	217	0	98.16%	100%
P9WMC1	905	8	216	1	100	100%
P23284	906	3	216	1	100	100%
P09429	907	6	215	1	100	100%
P40337	908	27	213	1	100	100%
Q15544	909	1	211	1	100	100%
Q9UGC6	910	1	210	1	100	100%
Q9H9Z2	911	1	209	1	100	100%
P0A6G7	912	1	207	1	100	100%
Q8IL04,A0A144A6G1	913	1	205	1	100	100%
P01374	914	1	205	1	100	100%
Q61337	915	7	204	1	100	100%
Q92934	915	7	168	0	75.00%	82%
O60760	916	29	199	1	100	100%
Q06830	917	2	199	1	100	100%
P80188	918	4	198	1	100	100%
P36639	919	4	197	1	100	100%
Q9NPD8	920	1	197	1	100	100%
Q2G036	921	1	195	1	100	100%
Q92843	922	3	193	1	100	100%
P61586	923	3	193	1	100	100%
P62166	924	2	190	1	100	100%
P00378	925	6	189	1	100	100%
P01116	926	6	189	1	100	100%
P00374	927	87	187	1	100	100%
P83916	928	1	185	1	100	100%
Q15382	929	2	184	1	100	100%
P22629	930	3	183	1	100	100%
P61081	931	1	183	1	100	100%
A2RI47	932	5	182	1	100	100%
P84077	933	1	181	1	100	100%
P02754	934	2	178	1	100	100%
Q5U3Y7	935	1	176	1	100	100%
Q16548	936	2	175	1	100	100%
P16257	937	21	169	1	100	100%
P30536	937	21	169	0	79.88%	100%
Q48255	938	3	167	1	100	100%
P19921	939	2	166	1	100	100%
P62937	940	85	165	1	100	100%
P00720	941	16	164	1	100	100%
O35820	942	5	163	1	100	100%
Q13526	943	26	163	1	100	100%
P40933	944	14	162	1	100	100%
P56073	945	2	162	1	100	100%
Q63T71	946	7	162	1	100	100%
P20292	947	1	161	1	100	100%
Q9Y6Y9	948	15	160	1	100	100%
P15494	949	1	160	1	100	100%
P62617	950	6	159	1	100	100%
P26281	951	50	159	1	100	100%
P15474	952	3	157	1	100	100%
P05230	953	37	155	1	100	100%
P60568	954	12	153	1	100	100%
P00442	955	1	152	1	100	100%
P22392	956	72	152	1	100	100%
P02701	957	1	152	1	100	100%
O43924	958	99	150	1	100	100%
P02724	959	2	150	1	100	100%
P0DP25,P0DP23,P0DP2	960	24	149	1	100	100%
P62157	960	24	149	0	100.00%	100%
P04054	961	1	148	1	100	100%
P02766	962	65	147	1	100	100%
P9WPX7	963	1	147	1	100	100%
P61077	964	5	147	1	100	100%
O15392	965	31	142	1	100	100%
Q9HYR3	966	9	141	1	100	100%
P37840	967	1	140	1	100	100%
P22935	968	11	138	1	100	100%
P29373	968	11	138	0	93.48%	100%
P62965	969	8	137	1	100	100%
P47929	970	67	136	1	100	100%
O54974	970	67	136	0	78.68%	100%
P09382	971	94	135	1	100	100%
P11762	971	94	135	0	90.37%	100%
Q05816	972	5	135	1	100	100%
Q01469	972	5	135	0	80.00%	100%
P05413	973	17	133	1	100	100%
P12104	974	7	132	1	100	100%
P15090	975	10	132	1	100	100%
P05162	976	10	132	1	100	100%
P07445	977	7	131	1	100	100%
P51161	978	5	128	1	100	100%
P02692	979	42	127	1	100	100%
P07148	979	42	127	0	82.68%	100%
P62959	980	6	126	1	100	100%
P49773	980	6	126	0	94.44%	100%
Q05097	981	3	122	1	100	100%
P14174	982	10	115	1	100	100%
Q15369	983	5	112	1	100	100%
P0A881	984	22	108	1	100	100%
P62942	985	56	108	1	100	100%
P62805	986	1	103	1	100	100%
P13500	987	4	99	1	100	100%
P0DOF5	988	8	97	1	100	100%
P05778	988	8	97	0	82.47%	100%
P48061	989	6	93	1	100	100%
P04271	990	15	92	1	100	100%
P04631	990	15	92	0	97.83%	100%
P04326	991	6	86	1	100	100%
P04608	991	6	86	0	95.35%	100%
