id	clstr	clstr_size	length	clstr_rep	clstr_iden	clstr_cov
P9WPP0	399	9	433	1	100	100%
Q9NRG4	400	2	433	1	100	100%
P00749	401	8	431	1	100	100%
P22007	402	1	431	1	100	100%
Q9GZQ6	403	2	430	1	100	100%
P0A8L1	404	2	430	1	100	100%
Q81WF0	405	4	428	1	100	100%
P0A6D3	406	16	427	1	100	100%
P25101	407	1	427	1	100	100%
P11473	408	7	427	1	100	100%
A3RGC1	408	7	427	0	92.04%	100%
Q9GZT9	409	24	426	1	100	100%
P25116	410	6	425	1	100	100%
O59010	411	3	425	1	100	100%
Q52WX2	412	17	424	1	100	100%
P08908	413	16	422	1	100	100%
P19327	413	16	422	0	89.81%	100%
Q99705	414	3	422	1	100	100%
Q8TBX8	415	54	421	1	100	100%
P78356	415	54	416	0	65.62%	98%
P14324	416	6	419	1	100	100%
O14733	417	77	419	1	100	100%
P45985	417	77	399	0	45.11%	95%
P52564	417	77	334	0	41.62%	79%
P11838	418	1	419	1	100	100%
P32745	419	257	418	1	100	100%
P28646	419	257	391	0	43.99%	93%
P30872	419	257	391	0	45.78%	93%
P31391	419	257	388	0	45.88%	92%
P30680	419	257	369	0	49.32%	88%
P30874	419	257	369	0	48.78%	88%
P35346	419	257	364	0	57.14%	87%
P97266	419	257	98	0	45.92%	23%
P30989	420	1	418	1	100	100%
P00558	421	28	417	1	100	100%
P00560	421	28	416	0	65.62%	99%
P15088	422	1	417	1	100	100%
P9WQD9	423	18	416	1	100	100%
Q9UEE5	424	122	414	1	100	100%
O94768	424	122	372	0	53.23%	89%
O75874	425	3	414	1	100	100%
P9WJM9	426	1	414	1	100	100%
P9WNS1	427	10	413	1	100	100%
P29274	428	161	412	1	100	100%
P30543	428	161	410	0	83.17%	99%
P29276	428	161	332	0	59.94%	80%
P29275	428	161	332	0	59.04%	80%
Q60614	428	161	332	0	60.24%	80%
P30542	428	161	326	0	49.69%	79%
P25099	428	161	326	0	48.77%	79%
P28190	428	161	326	0	49.39%	79%
P0DMS8	428	161	318	0	40.57%	77%
P38919	429	6	411	1	100	100%
P83512	430	2	408	1	100	100%
P15735	431	95	406	1	100	100%
Q16816	431	95	387	0	63.05%	95%
Q93088	432	2	406	1	100	100%
P00797	433	2	406	1	100	100%
P9WPN4	434	15	405	1	100	100%
P9WPN5	434	15	405	0	100.00%	100%
P35375	435	28	405	1	100	100%
P34995	435	28	402	0	85.32%	99%
Q15109	436	27	404	1	100	100%
Q63495	436	27	402	0	78.36%	99%
Q9NNX6	437	2	404	1	100	100%
O14965	438	362	403	1	100	100%
Q96GD4	438	362	344	0	61.05%	85%
Q9UQB9	438	362	309	0	64.08%	76%
P14902	439	27	403	1	100	100%
Q5TKS0	440	6	403	1	100	100%
P05121	441	13	402	1	100	100%
P20961	441	13	402	0	80.85%	100%
P04278	442	91	402	1	100	100%
P03118	443	2	401	1	100	100%
P36507	444	112	400	1	100	100%
Q02750	444	112	393	0	81.17%	98%
P49137	445	6	400	1	100	100%
P35372	446	134	400	1	100	100%
P33535	446	134	398	0	94.47%	99%
P41145	446	134	380	0	58.42%	95%
P41144	446	134	380	0	59.74%	95%
P34975	446	134	380	0	58.68%	95%
P33533	446	134	372	0	61.56%	93%
P41143	446	134	372	0	61.56%	93%
P32300	446	134	372	0	61.56%	93%
P97696	447	2	400	1	100	100%
Q99418	447	2	400	0	79.25%	100%
P9WIQ1	448	25	399	1	100	100%
Q48481	448	25	384	0	43.49%	96%
P47824	449	1	399	1	100	100%
P9WPP7	450	20	396	1	100	100%
Q63707	451	1	395	1	100	100%
Q9Y5Y4	452	5	395	1	100	100%
Q9Y4P1	453	2	393	1	100	100%
Q9NQR1	454	2	393	1	100	100%
P04637	455	24	393	1	100	100%
P68400	456	105	391	1	100	100%
P19784	456	105	350	0	82.57%	89%
P30411	457	30	391	1	100	100%
Q28642	457	30	367	0	81.74%	93%
Q91ZY2	458	16	391	1	100	100%
Q91ZY1	458	16	391	0	85.17%	100%
Q9H3N8	458	16	390	0	68.72%	99%
P28222	459	15	390	1	100	100%
P28564	459	15	386	0	93.78%	98%
P28221	459	15	377	0	62.86%	96%
P79400	459	15	291	0	68.38%	74%
Q14654	460	2	390	1	100	100%
P0A031	461	10	390	1	100	100%
P0A9A6	461	10	383	0	44.65%	98%
P17865	461	10	382	0	70.42%	97%
P9WN95	461	10	379	0	55.15%	97%
O66809	461	10	367	0	41.69%	94%
P14598	462	9	390	1	100	100%
Q9UKP6	463	6	389	1	100	100%
P70536	464	4	388	1	100	100%
Q13639	465	3	388	1	100	100%
O70528	465	3	388	0	95.36%	100%
O75936	466	6	387	1	100	100%
Q86V24	467	2	386	1	100	100%
Q96A54	467	2	375	0	68.80%	97%
Q96RI0	468	2	385	1	100	100%
P25929	469	9	384	1	100	100%
Q9NYA1	470	1	384	1	100	100%
P80370	471	3	383	1	100	100%
P0A6F1	472	1	382	1	100	100%
P21453	473	1	382	1	100	100%
P05364	474	2	381	1	100	100%
P49146	475	3	381	1	100	100%
P49354	476	1	379	1	100	100%
Q3TBT3	477	3	378	1	100	100%
Q8NG68	478	11	377	1	100	100%
P41231	479	1	377	1	100	100%
Q96LA8	480	3	375	1	100	100%
P41597	481	50	374	1	100	100%
P51679	481	50	360	0	45.56%	96%
P51677	481	50	355	0	49.58%	94%
P51675	481	50	355	0	49.58%	94%
P32246	481	50	355	0	53.52%	94%
P51682	481	50	354	0	68.36%	94%
P51681	481	50	352	0	67.90%	94%
P00328	482	15	374	1	100	100%
P47900	483	5	373	1	100	100%
P50750	484	28	372	1	100	100%
P9WPL4	485	12	372	1	100	100%
P09651	486	1	372	1	100	100%
Q08752	487	99	370	1	100	100%
P23284	487	99	216	0	46.30%	58%
P62937	487	99	165	0	62.42%	44%
Q70I53	488	22	369	1	100	100%
P49682	489	3	368	1	100	100%
Q9BXA7	490	17	367	1	100	100%
Q13304	491	1	367	1	100	100%
P04015	492	28	367	1	100	100%
P03120	492	28	365	0	45.48%	99%
Q92847	493	17	366	1	100	100%
P0A988	494	4	366	1	100	100%
P04439	495	6	365	1	100	100%
Q92633	496	11	364	1	100	100%
P35351	497	1	363	1	100	100%
P55263	498	3	362	1	100	100%
P49286	499	25	362	1	100	100%
P48039	499	25	350	0	59.43%	96%
P41052	500	3	361	1	100	100%
P25025	501	1	360	1	100	100%
P34976	502	123	359	1	100	100%
P25095	502	123	359	0	95.26%	100%
Q9WV26	502	123	359	0	96.10%	100%
P47747	503	118	359	1	100	100%
P25021	503	118	359	0	86.07%	100%
P25102	503	118	358	0	84.64%	99%
Q13258	504	5	359	1	100	100%
P43116	504	5	358	0	43.02%	99%
P0C264	505	16	359	1	100	100%
O00182	506	62	355	1	100	100%
Q8N6T7	507	4	355	1	100	100%
O43570	508	1173	354	1	100	100%
Q9ULX7	508	1173	337	0	43.03%	95%
P43166	508	1173	264	0	40.15%	74%
P16442	509	1	354	1	100	100%
P46663	510	2	353	1	100	100%
Q2G2U1	511	1	351	1	100	100%
Q07820	512	48	350	1	100	100%
P97287	512	48	331	0	80.36%	94%
P21462	513	1	350	1	100	100%
O74036	514	16	349	1	100	100%
Q06609	514	16	339	0	46.31%	97%
Q9NWT6	515	1	349	1	100	100%
P14920	516	50	347	1	100	100%
P00371	516	50	347	0	84.73%	100%
P46734	517	26	347	1	100	100%
Q1CTD3	518	1	347	1	100	100%
P50613	519	67	346	1	100	100%
P9WQA3	520	1	344	1	100	100%
P21731	521	244	343	1	100	100%
P34978	521	244	341	0	75.66%	99%
P30987	521	244	341	0	75.95%	99%
Q2NNR5	522	45	340	1	100	100%
Q9Y271	522	45	337	0	87.54%	99%
Q9HCN6	523	3	339	1	100	100%
Q15391	524	6	338	1	100	100%
P09467	525	1	338	1	100	100%
P04406	526	1	335	1	100	100%
P61964	527	44	334	1	100	100%
P00338	528	102	332	1	100	100%
P04642	528	102	332	0	94.28%	100%
P25774	529	47	331	1	100	100%
P54619	530	1	331	1	100	100%
P77173	531	2	328	1	100	100%
P31550	532	3	327	1	100	100%
P30969	533	3	327	1	100	100%
Q86V86	534	98	326	1	100	100%
P11309	534	98	313	0	69.65%	96%
Q9P1W9	534	98	311	0	59.49%	95%
Q15717	535	13	326	1	100	100%
P56470	536	14	323	1	100	100%
P05089	537	7	322	1	100	100%
Q9Y2T6	538	3	319	1	100	100%
P27695	539	4	318	1	100	100%
Q9Y2D0	540	2412	317	1	100	100%
P35218	540	2412	305	0	60.33%	96%
Q8N1Q1	540	2412	262	0	48.09%	82%
P00915	540	2412	261	0	46.36%	82%
P00916	540	2412	261	0	45.98%	82%
P00918	540	2412	260	0	53.08%	82%
P00921	540	2412	260	0	52.31%	82%
P07451	540	2412	260	0	44.62%	82%
P00917	540	2412	260	0	48.85%	82%
O00214	541	22	317	1	100	100%
O14788	542	1	317	1	100	100%
P15121	543	7	316	1	100	100%
P00469	544	1	316	1	100	100%
Q9FBI2	545	1	315	1	100	100%
Q8N474	546	2	314	1	100	100%
Q9HC98	547	35	313	1	100	100%
Q8TDX7	547	35	302	0	78.48%	96%
P22748	548	245	312	1	100	100%
Q16831	549	27	310	1	100	100%
P9WIL5	550	16	309	1	100	100%
Q9HC97	551	4	309	1	100	100%
P23280	552	286	308	1	100	100%
P61431	553	2	307	1	100	100%
O75716	554	42	305	1	100	100%
Q99685	555	1	303	1	100	100%
P47205	556	24	303	1	100	100%
P0A9J4	557	5	303	1	100	100%
O14842	558	2	300	1	100	100%
P08191	559	4	300	1	100	100%
P50053	560	6	298	1	100	100%
Q96CA5	561	1	298	1	100	100%
P07992	562	1	297	1	100	100%
Q99836	563	2	296	1	100	100%
P50225	564	4	295	1	100	100%
P45880	565	1	294	1	100	100%
P55212	566	2	293	1	100	100%
P28845	567	1	292	1	100	100%
P07306	568	38	291	1	100	100%
O00625	569	17	290	1	100	100%
Q9NZQ7	570	1	290	1	100	100%
P00491	571	47	289	1	100	100%
P55859	571	47	289	0	86.51%	100%
Q01782	572	6	288	1	100	100%
P09038	573	18	288	1	100	100%
P05230	573	18	155	0	54.84%	53%
Q13126	574	21	283	1	100	100%
P24863	575	2	283	1	100	100%
O67648	576	48	282	1	100	100%
P0AC13	577	12	282	1	100	100%
O60671	578	2	282	1	100	100%
P11086	579	4	282	1	100	100%
P24593	580	26	272	1	100	100%
P21964	581	4	271	1	100	100%
C7C422	582	11	270	1	100	100%
Q9Y478	583	24	270	1	100	100%
P9WGR1	584	12	269	1	100	100%
Q99895	585	6	268	1	100	100%
P9WP01	586	8	268	1	100	100%
P08246	587	9	267	1	100	100%
P0DMS9	588	2	266	1	100	100%
P40261	589	5	264	1	100	100%
P16110	590	198	264	1	100	100%
P17931	590	198	250	0	85.20%	94%
Q9Y657	591	7	262	1	100	100%
Q99714	592	8	261	1	100	100%
Q96GG9	593	1	259	1	100	100%
P15328	594	10	257	1	100	100%
P56068	595	3	255	1	100	100%
P9WIK2	596	9	254	1	100	100%
P01213	597	1	254	1	100	100%
P04925	598	8	254	1	100	100%
P04273	598	8	254	0	94.09%	100%
P00746	599	22	253	1	100	100%
Q9HXQ1	600	3	252	1	100	100%
Q2FZ43	600	3	245	0	41.63%	97%
P9WFY7	600	3	230	0	43.48%	91%
O95931	601	4	251	1	100	100%
P23946	602	1	247	1	100	100%
P51580	603	1	245	1	100	100%
P0A0H2	604	2	243	1	100	100%
Q9H2J4	605	3	239	1	100	100%
P10415	606	61	239	1	100	100%
Q07817	606	61	233	0	44.64%	97%
Q92843	606	61	193	0	40.93%	80%
P02752	607	8	238	1	100	100%
P60033	608	5	236	1	100	100%
P01375	609	19	233	1	100	100%
B5Y1L0	610	24	232	1	100	100%
P0AF12	610	24	232	0	90.52%	100%
Q5HFG2	610	24	228	0	52.19%	98%
P15692	611	3	232	1	100	100%
P16083	612	4	231	1	100	100%
O95372	613	2	231	1	100	100%
P58154	614	45	229	1	100	100%
Q99720	615	10	223	1	100	100%
Q9R0C9	615	10	223	0	93.72%	100%
Q60492	615	10	223	0	93.27%	100%
P49763	616	2	221	1	100	100%
P62993	617	2	217	1	100	100%
P06730	618	18	217	1	100	100%
P63073	618	18	217	0	98.16%	100%
P9WMC1	619	8	216	1	100	100%
P09429	620	6	215	1	100	100%
P40337	621	22	213	1	100	100%
Q15544	622	1	211	1	100	100%
Q9UGC6	623	1	210	1	100	100%
Q9H9Z2	624	1	209	1	100	100%
Q8IL04,A0A144A6G1	625	1	205	1	100	100%
P01374	626	1	205	1	100	100%
Q61337	627	4	204	1	100	100%
Q92934	627	4	168	0	75.00%	82%
O60760	628	29	199	1	100	100%
Q06830	629	1	199	1	100	100%
P80188	630	2	198	1	100	100%
P36639	631	4	197	1	100	100%
Q9NPD8	632	6	197	1	100	100%
P61077	632	6	147	0	42.18%	74%
Q2G036	633	1	195	1	100	100%
P61586	634	3	193	1	100	100%
P62166	635	2	190	1	100	100%
P00378	636	93	189	1	100	100%
P00374	636	93	187	0	74.33%	98%
P01116	637	6	189	1	100	100%
Q15382	638	2	184	1	100	100%
P22629	639	3	183	1	100	100%
P61081	640	1	183	1	100	100%
A2RI47	641	5	182	1	100	100%
P84077	642	1	181	1	100	100%
P02754	643	2	178	1	100	100%
Q5U3Y7	644	1	176	1	100	100%
Q16548	645	2	175	1	100	100%
P16257	646	21	169	1	100	100%
P30536	646	21	169	0	79.88%	100%
Q48255	647	3	167	1	100	100%
P19921	648	2	166	1	100	100%
P00720	649	16	164	1	100	100%
O35820	650	5	163	1	100	100%
Q13526	651	26	163	1	100	100%
P40933	652	14	162	1	100	100%
P56073	653	2	162	1	100	100%
Q63T71	654	13	162	1	100	100%
P62617	654	13	159	0	62.26%	98%
P20292	655	1	161	1	100	100%
Q9Y6Y9	656	14	160	1	100	100%
P15494	657	1	160	1	100	100%
P26281	658	50	159	1	100	100%
P15474	659	4	157	1	100	100%
P9WPX7	659	4	147	0	42.86%	93%
P60568	660	12	153	1	100	100%
P00442	661	1	152	1	100	100%
P22392	662	72	152	1	100	100%
P02701	663	1	152	1	100	100%
O43924	664	96	150	1	100	100%
P02724	665	1	150	1	100	100%
P0DP25,P0DP23,P0DP2	666	20	149	1	100	100%
P62157	666	20	149	0	100.00%	100%
P02766	667	64	147	1	100	100%
O15392	668	27	142	1	100	100%
Q9HYR3	669	2	141	1	100	100%
P37840	670	1	140	1	100	100%
P22935	671	36	138	1	100	100%
P29373	671	36	138	0	93.48%	100%
P62965	671	36	137	0	73.72%	99%
P05413	671	36	133	0	44.36%	96%
P47929	672	32	136	1	100	100%
P09382	673	58	135	1	100	100%
P11762	673	58	135	0	90.37%	100%
P05162	673	58	132	0	43.18%	97%
Q05816	674	15	135	1	100	100%
Q01469	674	15	135	0	80.00%	100%
P15090	674	15	132	0	51.52%	97%
P12104	675	7	132	1	100	100%
P07445	676	5	131	1	100	100%
P51161	677	5	128	1	100	100%
P02692	678	42	127	1	100	100%
P07148	678	42	127	0	82.68%	100%
P62959	679	5	126	1	100	100%
P49773	679	5	126	0	94.44%	100%
Q05097	680	3	122	1	100	100%
P14174	681	10	115	1	100	100%
Q15369	682	5	112	1	100	100%
P0A881	683	22	108	1	100	100%
P62805	684	1	103	1	100	100%
P13500	685	4	99	1	100	100%
P0DOF5	686	8	97	1	100	100%
P05778	686	8	97	0	82.47%	100%
P48061	687	6	93	1	100	100%
P04271	688	15	92	1	100	100%
P04631	688	15	92	0	97.83%	100%
P04326	689	5	86	1	100	100%
P04608	689	5	86	0	95.35%	100%
